Q,A,label,Original_A
내가 사랑해도 될까?,당연하죠.,2,당연하죠.
내가 사랑했던 그 사람 맞아?,사랑했던 그 사람의 다른 모습이 보인거예요. 그 사람 맞아요.,2,사랑했던 그 사람의 다른 모습이 보인거예요. 그 사람 맞아요.
내가 생각하는 만큼 걔도 날 생각할까?,확신이 없나보네요.,2,확신이 없나보네요.
내가 생각했던 사람이 맞는지 확신이 안들어,새로운 모습을 봤나봐요.,2,새로운 모습을 봤나봐요.
내가 싫은 건 너도 싫어해줘서 고마워,싫은 게 통해야 편하죠.,2,싫은 게 통해야 편하죠.
내가 썸 깼는데 다시 연락하고 싶어.,감정에 확신이 있다면 연락해보세요.,2,감정에 확신이 있다면 연락해보세요.
내가 여자 좋아하는 줄 알았는데.,같은 여자를 좋아할 수도 있는 거예요.,2,같은 여자를 좋아할 수도 있는 거예요.
내가 여자친구의 전남자친구보다 능력이 부족해.,사람 보고 만나는 걸테니 걱정마세요.,2,사람 보고 만나는 걸테니 걱정마세요.
내가 연락 끊은 짝남한테 다시 연락올 수 있는 법 좀.,먼저 연락해서 대화를 이어나가는 게 수월해요.,2,먼저 연락해서 대화를 이어나가는 게 수월해요.
내가 오랫동안 좋아하던 사람이 날 몰라.,자신의 존재를 알리는 게 우선이겠네요.,2,자신의 존재를 알리는 게 우선이겠네요.
내가 이 사람을 사랑하는 건가?,자꾸 생각난다면 그럴 거예요.,2,자꾸 생각난다면 그럴 거예요.
내가 좋대,저도 좋아합니다.,2,저도 좋아합니다.
내가 좋아하는 거 알았는데도 나를 대하는게 변함이 없어.,친구로 지내고 싶은 거겠죠.,2,친구로 지내고 싶은 거겠죠.
내가 좋아하는 거 티내면 싫어할까?,부담스러울 수도 있겠어요.,2,부담스러울 수도 있겠어요.
내가 좋아하는 걸 티냈는데 그 사람은 반응이 없어.,서로 마음이 같았으면 좋았을텐데 안타깝네요.,2,서로 마음이 같았으면 좋았을텐데 안타깝네요.
내가 좋아하는 걸 티냈는데 못 알아챘을까?,못 알아차렸을 수도 있어요.,2,못 알아차렸을 수도 있어요.
내가 좋아하는 남자를 만나는게 나아? 나를 좋아하는 남자를 만나는게 나아?,그건 본인의 사랑 방식에 따라 다릅니다.,2,그건 본인의 사랑 방식에 따라 다릅니다.
내가 좋아하는 사람보다 나를 좋아해주는 사람 만나는게 행복한거라더니.,아쉬운 부분이 있나봐요.,2,아쉬운 부분이 있나봐요.
내가 좋아하는 사람이 나를 신경쓰게 하는 방법 조언 좀.,질투를 유발해 보는 방법도 있다고 합니다.,2,질투를 유발해 보는 방법도 있다고 합니다.
내가 좋아하는 사람이 나를 좋아하는지 모르겠어.,주변에 물어보는 건 어떨까요.,2,주변에 물어보는 건 어떨까요.
내가 좋아하는 사람이 나를 창피해하는 것 같아.,너무 슬픈 말이에요.,2,너무 슬픈 말이에요.
내가 좋아하는 사람이 날 좋아해주는건 정말 기적인 듯.,행복한 일이지요.,2,행복한 일이지요.
내가 좋아하는 사람이 날 좋아했으면 좋겠어.,그것만큼 좋은 일도 없죠.,2,그것만큼 좋은 일도 없죠.
내가 좋아하는 사람이 누구를 좋아하는지 궁금해.,주변 사람들에게 물어보면 알 수 있지 않을까요?,2,주변 사람들에게 물어보면 알 수 있지 않을까요?
내가 좋아하는 사람이 누군지 점점 헷갈려.,결정적인 감정의 변화가 없었나봐요.,2,결정적인 감정의 변화가 없었나봐요.
내가 좋아하는 사람이 다른 사람을 좋아하는데 자괴감이 들어.,자괴감이 들 필요는 없어요.,2,자괴감이 들 필요는 없어요.
내가 좋아하는 사람이 다른 사람을 짝사랑 해. 도와줘야 할까.,도와주다가 마음이 더 다칠 거예요.,2,도와주다가 마음이 더 다칠 거예요.
내가 좋아하는 사람이 유명해지면 기분이 어떨까.,좋으면서도 서운하지 않을까요.,2,좋으면서도 서운하지 않을까요.
내가 좋아하는 사람이랑 나이 차이가 많이 나는데 괜찮을까?,나이 차이는 중요하지 않아요.,2,나이 차이는 중요하지 않아요.
내가 좋아하는 애가 날 좋아하는 것 같으면 갑자기 정 떨어지고 뭔가 싫어짐,어떤 심리일까요.,2,어떤 심리일까요.
내가 좋아하는 애가 유학간대.,정말 섭섭한 기분이겠네요.,2,정말 섭섭한 기분이겠네요.
내가 좋아하는 애를 내 친구가 계속 욕하는게 맘에 안들어.,특별한 이유가 없다면 서운함을 전해보세요.,2,특별한 이유가 없다면 서운함을 전해보세요.
내가 좋아하는 애를 내 친구가 좋아하는게 맘에 안 들어.,딱 질투네요.,2,딱 질투네요.
내가 좋아하는 여자애를 따라 좋아하는 애가 있음.,먼저 좋아하고 있었을지도 몰라요.,2,먼저 좋아하고 있었을지도 몰라요.
내가 좋아하는걸 그사람이 알았으면 좋겠어.,마음을 조금씩 전해보세요.,2,마음을 조금씩 전해보세요.
내가 좋아하는지 그 애가 아예 몰라.,조금은 티를 내봐야죠.,2,조금은 티를 내봐야죠.
내가 좋아할 자격이 있나 모르겠어.,그냥 좋아하면 돼요.,2,그냥 좋아하면 돼요.
내가 좋아할 자격이 있나 모르겠어.,좋아하는데 자격은 없어요.,2,좋아하는데 자격은 없어요.
내가 좋아해도 될까?,누구나 좋아할 권리가 있어요.,2,누구나 좋아할 권리가 있어요.
내가 좋아해도 될까?,좋아하는데 자격은 없어요.,2,좋아하는데 자격은 없어요.
내가 진짜 둔한데 나를 좋아하는지 모르겠어.,직접적으로 물어보는게 좋겠어요.,2,직접적으로 물어보는게 좋겠어요.
내가 집착하는 걸까?,집착일 수도 있겠어요.,2,집착일 수도 있겠어요.
내가 첫 연애래,더 잘해주세요.,2,더 잘해주세요.
내가 첫사랑이래,그 사람에게 잘해주세요.,2,그 사람에게 잘해주세요.
내가 최대한 잘해줘도 불만이 많아,서로 원하는 기대치가 다른 것 같아요.,2,서로 원하는 기대치가 다른 것 같아요.
내가 친절하니까 쉬워보이나?,그런 사람 만나지 마세요.,2,그런 사람 만나지 마세요.
내가 해본 연애 중에 짝사랑인데 이뤄진 연애는 없는 듯.,이제 그런 경우를 만들어봐요.,2,이제 그런 경우를 만들어봐요.
내가 해주는 것도 없는데 나한테 너무 잘해줘,무엇을 해줘서 잘하는게 아니라 곁에 존재해주었다는 이유만으로 삶이 풍부해진 것 같아요.,2,무엇을 해줘서 잘하는게 아니라 곁에 존재해주었다는 이유만으로 삶이 풍부해진 것 같아요.
내일 개강총회인데 짝녀한테 어떻게 잘 보이지.,옆에서 잘 챙겨주면 좋을 것 같아요.,2,옆에서 잘 챙겨주면 좋을 것 같아요.
내일 결혼식이야,떨리겠어요.,2,떨리겠어요.
내일 더 사랑해,달콤한 말이네요.,2,달콤한 말이네요.
내일 만나자고 해볼까?,멋지게 데이트 신청 해보세요.,2,멋지게 데이트 신청 해보세요.
내일 뭐 입고 나갈까,날씨에 맞게 입는 게 좋을 것 같아요.,2,날씨에 맞게 입는 게 좋을 것 같아요.
내일 짝남이랑 영화보러간당.,좋은 시간 보내고 와요.,2,좋은 시간 보내고 와요.
내일 짝녀랑 영화보러갑니다.,많이 떨리겠어요.,2,많이 떨리겠어요.
낼 짝남한테 잘 보이고 싶어.,실수하지 않는다면 잘 할 거예요.,2,실수하지 않는다면 잘 할 거예요.
낼 짝녀한테 잘 보이고 싶어.,실수하지 않는다면 잘할거라 생각해요.,2,실수하지 않는다면 잘할거라 생각해요.
너 생각이 났어.,어머나,2,어머나
너도 썸 타?,저도 썸을 탑니다.,2,저도 썸을 탑니다.
너라서 행복해,달콤한 말이예요.,2,달콤한 말이예요.
너를 사랑한 시간,그 시간들이 중요하죠.,2,그 시간들이 중요하죠.
너무 사랑하는데 동거해도될까?,책임질 수 있다면 하고 싶은 대로 하세요.,2,책임질 수 있다면 하고 싶은 대로 하세요.
너무 설레서 울렁거려.,부러워요. 자연스러운 현상이에요.,2,부러워요. 자연스러운 현상이에요.
너무 예민한 여자친구,너그럽게 봐달라고 말해보세요.,2,너그럽게 봐달라고 말해보세요.
너무 잘해주면 질려하나?,좋은 사람이라면 고마워할 거예요.,2,좋은 사람이라면 고마워할 거예요.
너무 잘해줬더니 당연한줄 아네,호의를 권리로 아는 사람 만나지 마세요.,2,호의를 권리로 아는 사람 만나지 마세요.
너무 좋아서 절제가 안돼.,자연스러운 현상이에요.,2,자연스러운 현상이에요.
너무 좋아하면 남자친구가 부담스러워 할까?,너무 좋아해주면 사랑스러워 보일 거 같아요.,2,너무 좋아해주면 사랑스러워 보일 거 같아요.
너무 쿨한 남자친구가 고민이야.,쿨방망이로 때려주세요.,2,쿨방망이로 때려주세요.
너무 행복해. 오래갈 수 있을까?,노력하면 가능할 거예요.,2,노력하면 가능할 거예요.
너무 행복해. 오래갈 수 있을까?,오래갈 수 있을 거예요.,2,오래갈 수 있을 거예요.
너와 내가 인연이었으면 좋겠어,인연은 만들어 가는거예요.,2,인연은 만들어 가는거예요.
넘치는 사랑 받고 있어,당신은 사랑 받을 만한 사람이에요.,2,당신은 사랑 받을 만한 사람이에요.
노는 거 좋아하는 남자는 좋아하면 힘들겠지?,지금은 괜찮지만 힘들 거예요.,2,지금은 괜찮지만 힘들 거예요.
노는 거 좋아하는 사람은 좋아하면 힘들거야.,지금은 괜찮더라도 힘들 거예요.,2,지금은 괜찮더라도 힘들 거예요.
노는 것 좋아하는 여자 이쁜데 좀 그래.,자신의 가치관에 상대를 속박하지 말아요.,2,자신의 가치관에 상대를 속박하지 말아요.
놀러다니기 좋아하는 남자 착하긴한데 나랑은 안맞다고 생각이 들어.,안맞는다면 정리하는 편이 좋을 거예요.,2,안맞는다면 정리하는 편이 좋을 거예요.
놓치고 싶지 않는 사람,운명인가봐요.,2,운명인가봐요.
누가 날 좋아하는 걸 알면 어떤 생각이 들어?,처음엔 당황스러울 거예요.,2,처음엔 당황스러울 거예요.
누가 더 사랑할까?,누가 더 사랑하는지는 중요하지 않아요.,2,누가 더 사랑하는지는 중요하지 않아요.
누가 봐도 썸 타는 사이인데 연락이 없어.,먼저 연락하는 것도 좋을 거 같아요.,2,먼저 연락하는 것도 좋을 거 같아요.
누구에게나 친절한 남자 위험해?,어떻게 하느냐에 달려있겠죠.,2,어떻게 하느냐에 달려있겠죠.
누군가를 좋아하는게 과연 행복한 걸까.,행복하지만은 않겠지요.,2,행복하지만은 않겠지요.
누군가를 좋아하는게 두려워.,좋아하는 감정을 느낀다는 자체가 참 행복한 거예요.,2,좋아하는 감정을 느낀다는 자체가 참 행복한 거예요.
누군가를 좋아하는게 이렇게 힘들줄 알았다면 시작도 안했을거야.,후회하고 번복하게 되는게 참 이상하죠.,2,후회하고 번복하게 되는게 참 이상하죠.
누군가를 좋아한다는건 정말 힘들일이야.,좋아하는 감정은 정말 복잡하고 힘들어요.,2,좋아하는 감정은 정말 복잡하고 힘들어요.
누군가를 좋아해본 적이 없는데 문제가 있는걸까?,그것은 전혀 문제되지 않아요.,2,그것은 전혀 문제되지 않아요.
누군가를 짝사랑하게 되는게 두려워.,이제 짝사랑 말고 둘이서 하는 사랑하세요.,2,이제 짝사랑 말고 둘이서 하는 사랑하세요.
눈 뜨면 생각나는 사람,깊은 사랑에 빠지셨군요.,2,깊은 사랑에 빠지셨군요.
눈에서 멀어져도 좋아하는 건 어떡하죠?,생각에서 멀어지지 않았나봐요.,2,생각에서 멀어지지 않았나봐요.
눈을 감아도 보고 싶어,상사병 걸리기전에 찾아가보세요.,2,상사병 걸리기전에 찾아가보세요.
눈이 자꾸 마주쳐,자꾸 시선을 마주쳐보세요.,2,자꾸 시선을 마주쳐보세요.
다 맞춰주고 싶은 사람,정말 사랑하고 있나봐요.,2,정말 사랑하고 있나봐요.
다 잊었는데 다시 그녀가 나타났어,마음이 혼란스럽겠어요.,2,마음이 혼란스럽겠어요.
다 잘맞는데 가치관이 다른 연애가 고민.,가치관이 중요한 거 같아요.,2,가치관이 중요한 거 같아요.
다니던 회사를 그만두고 1년간 여행을 가자고 해.,큰 용기가 필요하겠네요.,2,큰 용기가 필요하겠네요.
다들 우리 잘 어울린대,잘 어울리는 한 쌍이에요.,2,잘 어울리는 한 쌍이에요.
다른 사람은 잘만 하는 연애,서툰 연애도 연애에요.,2,서툰 연애도 연애에요.
다시 만나서 사랑할 수 있을까?,진정으로 사랑한다면 다시 시작해보세요.,2,진정으로 사랑한다면 다시 시작해보세요.
다시 사랑이 오겠지?,충분히 좋은 사람 만날 수 있을 거예요.,2,충분히 좋은 사람 만날 수 있을 거예요.
다시 썸 타는 방법,천천히 다시 다가가보세요.,2,천천히 다시 다가가보세요.
다시 웃게 해준 사람,그 사람이 당신의 홈닥터군요.,2,그 사람이 당신의 홈닥터군요.
다시 태어나도 만나고 싶은 사람,말로만 들어도 좋겠네요.,2,말로만 들어도 좋겠네요.
